BallSpeed,WaveInterval,BallsPerWave,WaveDelay,DistractionCount,DistractionSpeed,CubeMode,BallSize,ColorShift,SpawnDistance,SuccessTarget
3.846385,2.122077,1,0.5602744,1,2.74637,2,1.151239,0,8.772596,0
5.649435,1.594442,1,0.3327592,0,2.53418,0,0.9368618,0,11.50458,1
5.020267,1.737281,2,0.5936337,4,3.310281,1,1.176854,0,9.103826,1
5.020267,1.737281,2,0.5936337,4,3.310281,1,1.176854,0,9.103826,1
3.890779,2.017792,1,0.3602772,1,3.552321,2,1.005834,0,9.682449,1
5.447581,1.63663,3,0.2194621,0,1.853976,1,1.150633,0,8.712751,1
5.447581,1.63663,3,0.2194621,0,1.853976,1,1.150633,0,8.712751,1
5.447581,1.63663,3,0.2194621,0,1.853976,1,1.150633,0,8.712751,1
3.62717,2.244383,3,0.4241564,1,3.607098,2,1.04717,0,9.416777,1
3.62717,2.244383,3,0.4241564,1,3.607098,2,1.04717,0,9.416777,0
3.62717,2.244383,3,0.4241564,1,3.607098,2,1.04717,0,9.416777,0
5.760205,1.862027,2,0.442303,3,3.903872,2,0.9043207,0,10.47558,0
5.999612,1.912158,1,0.4088067,2,2.016634,1,1.099832,0,10.57252,1
4.203821,2.062223,2,0.2133561,3,1.738115,2,0.7217408,0,9.634302,1
4.203821,2.062223,2,0.2133561,3,1.738115,2,0.7217408,0,9.634302,0
5.987678,1.707336,2,0.3387023,0,3.828023,1,0.7251143,1,11.8007,1
5.987678,1.707336,2,0.3387023,0,3.828023,1,0.7251143,1,11.8007,1
6.230188,2.30854,3,0.4043254,4,1.778091,2,1.05058,0,8.371552,0
6.230188,2.30854,3,0.4043254,4,1.778091,2,1.05058,0,8.371552,0
3.741265,1.427586,2,0.256959,4,3.409132,1,0.7492706,1,10.31783,1
3.741265,1.427586,2,0.256959,4,3.409132,1,0.7492706,1,10.31783,1
3.949827,1.337609,2,0.2884269,0,2.590084,2,0.9228836,0,8.984677,1
3.949827,1.337609,2,0.2884269,0,2.590084,2,0.9228836,0,8.984677,0
4.86258,2.089895,1,0.3609278,1,1.876688,2,0.8643628,0,11.12908,1
5.855135,2.093965,2,0.5928122,2,3.809109,0,0.7145573,0,11.2422,1
5.855135,2.093965,2,0.5928122,2,3.809109,0,0.7145573,0,11.2422,0
3.533555,2.203072,1,0.2106223,0,3.450993,1,0.7577509,0,10.18494,1
4.617223,1.479746,3,0.4463437,3,3.688384,2,0.8356475,0,9.512676,0
5.273149,2.070892,1,0.4465079,2,2.256043,2,0.7664403,0,9.04685,1
5.629569,1.918934,2,0.3106452,0,2.951456,2,0.9227527,0,10.01941,1
5.629569,1.918934,2,0.3106452,0,2.951456,2,0.9227527,0,10.01941,1
5.087653,2.3552,3,0.4844907,2,3.142245,1,1.054238,0,11.09639,1
5.087653,2.3552,3,0.4844907,2,3.142245,1,1.054238,0,11.09639,1
5.087653,2.3552,3,0.4844907,2,3.142245,1,1.054238,0,11.09639,0
4.940731,1.373338,2,0.4637466,0,3.685798,2,1.067318,0,9.728138,1
4.940731,1.373338,2,0.4637466,0,3.685798,2,1.067318,0,9.728138,0
6.048111,2.403672,3,0.5189776,4,3.213711,1,0.9772093,0,10.14581,1
6.048111,2.403672,3,0.5189776,4,3.213711,1,0.9772093,0,10.14581,1
6.048111,2.403672,3,0.5189776,4,3.213711,1,0.9772093,0,10.14581,0
4.246086,2.032834,3,0.2887012,0,1.644558,1,1.097087,0,11.84588,1
4.246086,2.032834,3,0.2887012,0,1.644558,1,1.097087,0,11.84588,0
4.246086,2.032834,3,0.2887012,0,1.644558,1,1.097087,0,11.84588,0
5.686792,1.248222,3,0.2626586,2,2.134893,0,1.011328,0,10.23451,1
5.686792,1.248222,3,0.2626586,2,2.134893,0,1.011328,0,10.23451,1
5.686792,1.248222,3,0.2626586,2,2.134893,0,1.011328,0,10.23451,0
6.108385,1.874786,3,0.4781691,0,2.423392,1,1.189485,0,10.00995,1
6.108385,1.874786,3,0.4781691,0,2.423392,1,1.189485,0,10.00995,1
6.108385,1.874786,3,0.4781691,0,2.423392,1,1.189485,0,10.00995,0
6.277408,1.791308,3,0.4166589,2,1.984149,0,1.013667,0,9.515572,1
6.277408,1.791308,3,0.4166589,2,1.984149,0,1.013667,0,9.515572,0
6.277408,1.791308,3,0.4166589,2,1.984149,0,1.013667,0,9.515572,0
4.868509,1.381851,1,0.207573,0,3.871802,2,0.7307415,0,11.89946,0
4.003288,1.340263,3,0.3857109,3,3.874913,0,0.946339,0,10.2631,1
4.003288,1.340263,3,0.3857109,3,3.874913,0,0.946339,0,10.2631,1
4.003288,1.340263,3,0.3857109,3,3.874913,0,0.946339,0,10.2631,0
4.974942,1.449028,1,0.3478143,1,2.293175,2,0.9936407,0,10.06144,1
3.649339,1.595551,2,0.3543263,3,3.529062,1,1.125368,0,9.276792,1
3.649339,1.595551,2,0.3543263,3,3.529062,1,1.125368,0,9.276792,1
3.968471,1.818042,1,0.5753971,4,3.036952,1,0.7029014,0,9.912405,1
5.950528,1.288337,3,0.2642814,3,2.688102,2,1.119804,1,11.17095,0
4.272126,2.349605,1,0.2487759,0,1.757362,2,0.8761867,0,8.078221,1
4.459402,1.704881,3,0.542837,1,3.473982,2,0.8648495,0,8.336302,1
4.459402,1.704881,3,0.542837,1,3.473982,2,0.8648495,0,8.336302,0
4.459402,1.704881,3,0.542837,1,3.473982,2,0.8648495,0,8.336302,0
5.129617,1.499748,1,0.4674844,2,3.80525,0,1.02233,0,11.5441,1
6.364188,1.662608,3,0.3951749,0,1.935049,2,0.9100928,0,9.811115,0
4.573464,1.693069,3,0.4774061,3,3.322331,0,0.8537951,0,11.23379,1
4.573464,1.693069,3,0.4774061,3,3.322331,0,0.8537951,0,11.23379,1
4.573464,1.693069,3,0.4774061,3,3.322331,0,0.8537951,0,11.23379,1
5.248079,2.216386,1,0.3448296,4,2.779832,1,1.087188,0,8.881598,1
4.845987,1.735001,3,0.3782757,0,1.556219,2,1.112294,0,9.128613,0
4.845987,1.735001,3,0.3782757,0,1.556219,2,1.112294,0,9.128613,0
4.845987,1.735001,3,0.3782757,0,1.556219,2,1.112294,0,9.128613,0
4.648278,1.285637,3,0.396026,3,2.76207,2,0.8240106,1,11.17871,0
4.648278,1.285637,3,0.396026,3,2.76207,2,0.8240106,1,11.17871,0
4.648278,1.285637,3,0.396026,3,2.76207,2,0.8240106,1,11.17871,1
6.496549,2.048244,2,0.4008099,2,2.751956,2,0.7039946,0,8.205103,0
5.598361,1.328007,2,0.5329556,3,1.844813,0,0.8961343,0,9.074796,0
5.598361,1.328007,2,0.5329556,3,1.844813,0,0.8961343,0,9.074796,0
6.4562,2.094485,1,0.2388308,4,2.16404,2,1.114824,1,9.784447,1
5.891502,1.663472,3,0.4029262,0,2.948074,1,1.036265,0,8.482764,1
5.891502,1.663472,3,0.4029262,0,2.948074,1,1.036265,0,8.482764,1
5.891502,1.663472,3,0.4029262,0,2.948074,1,1.036265,0,8.482764,1
4.94195,2.32293,3,0.2160957,0,3.586671,1,1.17544,1,9.800219,0
4.01276,2.454045,1,0.5375038,0,3.455751,1,1.161896,0,9.910141,1
5.10873,2.282646,1,0.2541594,4,3.798289,2,0.7476134,0,10.02588,1
5.356761,1.727758,1,0.5018851,2,1.678125,2,0.8439111,0,9.017644,1
4.019732,1.839261,2,0.2658429,1,1.5814,1,0.8485951,0,10.75004,1
4.019732,1.839261,2,0.2658429,1,1.5814,1,0.8485951,0,10.75004,1
6.44341,2.456577,2,0.573873,3,2.600954,0,1.09374,0,8.878464,1
6.44341,2.456577,2,0.573873,3,2.600954,0,1.09374,0,8.878464,1
3.725073,1.922631,2,0.3016619,1,2.519611,2,1.033679,0,10.46198,0
3.725073,1.922631,2,0.3016619,1,2.519611,2,1.033679,0,10.46198,1
4.844296,2.321774,3,0.4574621,2,1.516727,1,0.7038671,0,8.215761,1
4.844296,2.321774,3,0.4574621,2,1.516727,1,0.7038671,0,8.215761,1
4.844296,2.321774,3,0.4574621,2,1.516727,1,0.7038671,0,8.215761,0
3.501078,1.783258,3,0.2449125,1,2.068388,0,1.062842,1,10.45272,1
3.501078,1.783258,3,0.2449125,1,2.068388,0,1.062842,1,10.45272,1
3.501078,1.783258,3,0.2449125,1,2.068388,0,1.062842,1,10.45272,1
4.857209,1.222392,2,0.3454557,1,2.370724,0,0.7869505,0,9.365871,1
4.857209,1.222392,2,0.3454557,1,2.370724,0,0.7869505,0,9.365871,0
4.542162,2.108703,3,0.2581789,3,3.260331,1,1.025619,0,9.662912,1
4.542162,2.108703,3,0.2581789,3,3.260331,1,1.025619,0,9.662912,1
4.542162,2.108703,3,0.2581789,3,3.260331,1,1.025619,0,9.662912,0
6.168144,2.391189,3,0.2836442,3,2.734372,1,0.8753203,0,10.85851,1
6.168144,2.391189,3,0.2836442,3,2.734372,1,0.8753203,0,10.85851,1
6.168144,2.391189,3,0.2836442,3,2.734372,1,0.8753203,0,10.85851,1
4.586568,2.386039,3,0.4889852,3,1.772564,1,1.014079,0,9.274337,0
4.586568,2.386039,3,0.4889852,3,1.772564,1,1.014079,0,9.274337,1
4.586568,2.386039,3,0.4889852,3,1.772564,1,1.014079,0,9.274337,0
6.334297,1.381616,2,0.3830564,4,3.853734,2,0.7055762,0,10.8813,0
6.334297,1.381616,2,0.3830564,4,3.853734,2,0.7055762,0,10.8813,0
4.219279,1.858355,2,0.3522265,0,3.409558,2,0.9988499,1,11.23779,0
4.163999,2.110849,1,0.5704847,1,2.602526,1,0.7533699,0,11.80113,1
6.450527,2.059885,2,0.2468901,2,3.880808,0,0.7376551,0,10.28329,1
6.450527,2.059885,2,0.2468901,2,3.880808,0,0.7376551,0,10.28329,0
6.462981,2.384432,2,0.2709315,0,1.547666,0,0.8092585,0,11.81092,1
6.462981,2.384432,2,0.2709315,0,1.547666,0,0.8092585,0,11.81092,0
4.702948,1.774934,2,0.5000056,1,2.539788,2,0.7218983,0,11.56799,1
4.702948,1.774934,2,0.5000056,1,2.539788,2,0.7218983,0,11.56799,0
6.489501,2.186518,1,0.3225617,1,2.388596,0,1.162425,0,11.66012,1
4.60169,2.012423,2,0.4241272,4,3.971795,1,1.165847,0,10.48204,1
4.60169,2.012423,2,0.4241272,4,3.971795,1,1.165847,0,10.48204,0
4.410287,1.654226,2,0.3612834,3,2.913468,1,0.7343059,0,9.874781,1
4.410287,1.654226,2,0.3612834,3,2.913468,1,0.7343059,0,9.874781,0
4.539695,1.615382,2,0.5118275,1,1.652502,1,0.7711907,0,11.65822,1
4.539695,1.615382,2,0.5118275,1,1.652502,1,0.7711907,0,11.65822,1
5.518295,1.382266,3,0.5500306,3,3.231825,0,1.18463,0,10.47503,1
5.518295,1.382266,3,0.5500306,3,3.231825,0,1.18463,0,10.47503,0
6.302801,1.56789,1,0.3612494,0,3.360251,2,0.850273,0,10.18876,0
5.487478,1.365731,1,0.5018,0,1.845548,2,1.111921,0,9.093775,0
4.25353,1.793478,2,0.2619095,4,2.769037,2,0.813041,0,11.62247,1
4.25353,1.793478,2,0.2619095,4,2.769037,2,0.813041,0,11.62247,0
3.892786,2.484258,3,0.3744361,3,3.728589,0,1.05888,1,10.36034,1
3.892786,2.484258,3,0.3744361,3,3.728589,0,1.05888,1,10.36034,0
3.892786,2.484258,3,0.3744361,3,3.728589,0,1.05888,1,10.36034,0
3.587423,1.796656,2,0.307875,2,3.62744,2,1.036852,1,9.995661,0
4.020795,2.252434,1,0.5915605,4,1.578576,1,1.035893,0,8.484486,1
6.21552,2.075248,2,0.5766984,1,3.988578,1,1.059416,0,8.906246,1
6.21552,2.075248,2,0.5766984,1,3.988578,1,1.059416,0,8.906246,1
5.484921,1.437295,1,0.5956895,3,2.432245,0,0.8289971,0,11.64844,1
4.637132,1.988704,2,0.5079175,1,2.010592,2,0.9919857,0,11.85376,1
4.637132,1.988704,2,0.5079175,1,2.010592,2,0.9919857,0,11.85376,1
5.559035,2.229379,3,0.3888442,0,2.244515,1,0.8844827,0,9.427279,1
5.559035,2.229379,3,0.3888442,0,2.244515,1,0.8844827,0,9.427279,1
5.559035,2.229379,3,0.3888442,0,2.244515,1,0.8844827,0,9.427279,0
4.454348,1.780745,1,0.2028276,2,3.536109,1,0.8965508,0,8.038715,1
3.539991,1.86774,2,0.513552,0,1.518892,1,0.7677598,0,11.83815,1
3.539991,1.86774,2,0.513552,0,1.518892,1,0.7677598,0,11.83815,1
4.125829,2.078875,2,0.5439383,3,1.503965,2,1.083819,0,10.90286,0
4.125829,2.078875,2,0.5439383,3,1.503965,2,1.083819,0,10.90286,0
6.281167,1.394764,1,0.480585,0,3.650541,2,0.9596113,0,10.02714,1
3.837515,1.985643,3,0.2720555,2,1.565331,2,0.9569318,0,9.478115,0
3.837515,1.985643,3,0.2720555,2,1.565331,2,0.9569318,0,9.478115,1
3.837515,1.985643,3,0.2720555,2,1.565331,2,0.9569318,0,9.478115,1
4.968132,2.182577,1,0.4470772,3,3.563265,0,1.183077,1,8.792596,0
6.018585,1.996953,1,0.5730816,4,1.810386,2,0.8542442,1,9.916338,0
5.67664,2.202788,1,0.5899071,4,1.534326,0,1.163579,0,9.344156,1
3.9995,2.268939,3,0.5914913,1,3.665948,0,0.8058947,0,11.36063,1
3.9995,2.268939,3,0.5914913,1,3.665948,0,0.8058947,0,11.36063,1
3.9995,2.268939,3,0.5914913,1,3.665948,0,0.8058947,0,11.36063,0
4.628151,1.583028,2,0.3940041,4,2.981606,2,0.8509219,0,8.704081,0
4.628151,1.583028,2,0.3940041,4,2.981606,2,0.8509219,0,8.704081,0
6.104369,1.483469,2,0.5346221,1,3.360951,2,1.162108,0,9.159915,0
6.104369,1.483469,2,0.5346221,1,3.360951,2,1.162108,0,9.159915,0
6.304364,1.961257,1,0.2092074,1,3.863232,1,1.027306,1,11.16989,1
6.467077,2.451546,2,0.2998399,0,3.04935,0,0.9404761,0,8.315467,1
6.467077,2.451546,2,0.2998399,0,3.04935,0,0.9404761,0,8.315467,0
6.344573,1.494648,1,0.2167274,2,1.863273,1,0.7288562,0,11.67157,0
6.261833,2.009484,3,0.2938845,4,1.563026,0,1.139241,0,10.52336,0
6.261833,2.009484,3,0.2938845,4,1.563026,0,1.139241,0,10.52336,1
6.261833,2.009484,3,0.2938845,4,1.563026,0,1.139241,0,10.52336,1
4.297208,2.056917,2,0.5565074,2,3.400185,2,0.8523163,0,9.446236,0
5.945571,2.413029,2,0.5674569,2,3.114394,1,0.7476585,0,9.052187,1
5.945571,2.413029,2,0.5674569,2,3.114394,1,0.7476585,0,9.052187,0
4.929996,1.463137,2,0.4343579,4,3.100305,0,0.7740532,0,10.3656,1
4.929996,1.463137,2,0.4343579,4,3.100305,0,0.7740532,0,10.3656,0
5.691286,2.095377,3,0.2722597,3,2.353249,2,1.091072,0,11.45281,1
5.691286,2.095377,3,0.2722597,3,2.353249,2,1.091072,0,11.45281,0
4.924594,1.936855,3,0.2931353,1,3.375982,2,1.067322,1,11.23296,0
4.924594,1.936855,3,0.2931353,1,3.375982,2,1.067322,1,11.23296,0
4.924594,1.936855,3,0.2931353,1,3.375982,2,1.067322,1,11.23296,0
3.791089,1.617569,2,0.3508821,1,3.737764,2,0.920769,0,9.943804,1
3.791089,1.617569,2,0.3508821,1,3.737764,2,0.920769,0,9.943804,1
4.814121,1.633084,1,0.3890867,2,3.250961,2,1.186968,0,10.49157,0
5.715908,1.336918,1,0.4922062,2,1.942847,2,0.9130244,1,11.95551,0
4.992246,2.142938,1,0.5242062,3,2.264428,2,1.063101,1,11.87093,0
6.345996,2.300539,2,0.5508109,0,2.846632,1,1.146629,0,11.37848,1
6.345996,2.300539,2,0.5508109,0,2.846632,1,1.146629,0,11.37848,1
6.459772,1.679978,2,0.5040648,2,3.78832,0,1.085407,0,8.133987,0
6.459772,1.679978,2,0.5040648,2,3.78832,0,1.085407,0,8.133987,0
4.497889,2.06141,3,0.546725,4,2.858244,2,0.7375071,0,8.258612,1
4.497889,2.06141,3,0.546725,4,2.858244,2,0.7375071,0,8.258612,0
4.881333,1.916799,1,0.2445516,3,2.885178,1,1.187763,0,11.73653,1
4.467422,1.815795,3,0.2528884,4,3.386033,2,0.8724572,0,11.19789,0
4.467422,1.815795,3,0.2528884,4,3.386033,2,0.8724572,0,11.19789,1
4.467422,1.815795,3,0.2528884,4,3.386033,2,0.8724572,0,11.19789,1
5.879736,1.642582,3,0.2846492,0,2.075894,2,0.7371192,0,8.138826,0
5.879736,1.642582,3,0.2846492,0,2.075894,2,0.7371192,0,8.138826,1
5.879736,1.642582,3,0.2846492,0,2.075894,2,0.7371192,0,8.138826,0
4.775366,2.073873,2,0.3293924,1,2.009991,0,0.8815225,0,8.752979,1
4.775366,2.073873,2,0.3293924,1,2.009991,0,0.8815225,0,8.752979,0
5.974256,1.71452,2,0.2328028,4,1.75333,0,1.175316,0,9.000056,1
5.974256,1.71452,2,0.2328028,4,1.75333,0,1.175316,0,9.000056,0
3.84543,2.447289,1,0.526419,3,2.986322,0,0.8715296,0,10.65632,1
6.011365,1.478287,3,0.3980921,3,3.65361,2,0.8670832,0,8.260586,1
6.011365,1.478287,3,0.3980921,3,3.65361,2,0.8670832,0,8.260586,0
3.713056,1.29054,3,0.5025875,4,2.285688,2,0.9421874,0,10.86332,0
3.713056,1.29054,3,0.5025875,4,2.285688,2,0.9421874,0,10.86332,1
3.713056,1.29054,3,0.5025875,4,2.285688,2,0.9421874,0,10.86332,1
5.966104,1.963599,1,0.2835569,4,1.681895,1,1.143625,1,10.88258,0
3.742635,2.437203,1,0.3524507,3,1.591639,0,1.192793,0,8.770737,1
3.572895,2.382341,2,0.3389975,4,3.754268,2,1.142887,0,11.82689,1
3.572895,2.382341,2,0.3389975,4,3.754268,2,1.142887,0,11.82689,0
5.611262,1.941847,1,0.4281132,3,3.202563,2,1.197896,1,8.036963,0
5.611262,1.941847,1,0.4281132,3,3.202563,2,1.197896,1,8.036963,1
5.611262,1.941847,1,0.4281132,3,3.202563,2,1.197896,1,8.036963,0
5.611262,1.941847,1,0.4281132,3,3.202563,2,1.197896,1,8.036963,0
5.173965,1.27662,1,0.257201,1,3.449361,1,0.9958884,0,8.592644,0
3.729405,2.214739,1,0.2561106,4,1.776884,0,0.7958155,0,11.34095,1
5.313604,1.784677,1,0.5994707,2,2.912462,1,0.8664614,0,9.205628,1
3.631149,2.465158,3,0.4785585,2,3.341189,0,0.9053288,0,11.3329,1
3.631149,2.465158,3,0.4785585,2,3.341189,0,0.9053288,0,11.3329,1
3.631149,2.465158,3,0.4785585,2,3.341189,0,0.9053288,0,11.3329,1
4.768334,1.980652,2,0.4816618,3,3.247023,2,0.8371792,0,11.34754,1
4.768334,1.980652,2,0.4816618,3,3.247023,2,0.8371792,0,11.34754,1
3.987943,1.403487,1,0.5844023,2,1.796499,1,0.7359696,0,8.397005,1
5.066485,2.459244,2,0.3320326,4,2.007032,0,0.9959993,0,10.61957,1
5.066485,2.459244,2,0.3320326,4,2.007032,0,0.9959993,0,10.61957,0
4.509706,1.732434,2,0.281872,2,3.639262,1,0.9146487,0,8.623661,1
4.509706,1.732434,2,0.281872,2,3.639262,1,0.9146487,0,8.623661,1
4.645658,2.135993,2,0.3775001,2,2.039924,1,0.9668374,0,11.44369,1
4.645658,2.135993,2,0.3775001,2,2.039924,1,0.9668374,0,11.44369,1
4.425717,2.107655,2,0.326387,4,3.995065,1,1.144657,0,9.927818,1
4.425717,2.107655,2,0.326387,4,3.995065,1,1.144657,0,9.927818,1
5.549588,1.880054,1,0.5605345,1,1.512558,2,1.153444,0,11.13999,1
5.209026,1.442868,1,0.3787806,2,2.29351,1,0.7708436,1,8.31338,1
5.710366,1.960394,2,0.2308257,4,1.864923,1,0.7058505,0,9.122615,1
5.710366,1.960394,2,0.2308257,4,1.864923,1,0.7058505,0,9.122615,0
5.931001,1.603484,2,0.3231433,2,3.804163,2,1.015639,0,8.184076,0
5.931001,1.603484,2,0.3231433,2,3.804163,2,1.015639,0,8.184076,0
4.233459,1.500842,3,0.3896968,4,2.811307,1,0.7444685,0,9.744411,0
4.9193,2.275204,3,0.5461274,3,2.857802,1,1.09911,1,10.79904,1
4.9193,2.275204,3,0.5461274,3,2.857802,1,1.09911,1,10.79904,0
4.9193,2.275204,3,0.5461274,3,2.857802,1,1.09911,1,10.79904,0
4.763052,1.957832,1,0.5215086,4,1.695479,0,0.8855745,1,10.02565,0
5.027757,2.452721,2,0.4428031,2,1.804966,1,0.7910706,0,10.57571,1
5.027757,2.452721,2,0.4428031,2,1.804966,1,0.7910706,0,10.57571,0
3.512437,2.327756,3,0.2684363,4,1.793395,0,1.017882,1,9.636284,0
3.512437,2.327756,3,0.2684363,4,1.793395,0,1.017882,1,9.636284,0
5.322193,1.989403,2,0.261284,2,1.763118,2,0.8275596,0,10.73218,0
5.322193,1.989403,2,0.261284,2,1.763118,2,0.8275596,0,10.73218,1
3.991386,1.549842,1,0.3230169,4,2.732302,0,1.146369,0,9.386494,1
4.048926,1.866436,1,0.2039408,2,3.079876,0,0.9293351,0,8.781025,1
4.193252,2.384626,1,0.2607584,1,1.747012,0,1.013373,0,11.95228,1
3.644021,1.759442,2,0.2314246,1,2.556964,1,0.7071646,0,10.42179,1
3.644021,1.759442,2,0.2314246,1,2.556964,1,0.7071646,0,10.42179,1
4.136315,2.351643,3,0.4629695,4,2.337914,2,1.156984,0,10.05386,1
4.136315,2.351643,3,0.4629695,4,2.337914,2,1.156984,0,10.05386,1
4.136315,2.351643,3,0.4629695,4,2.337914,2,1.156984,0,10.05386,0
3.870561,1.354311,1,0.4120435,3,2.747392,1,0.7584494,1,8.421843,0
5.330336,1.544826,1,0.4510672,0,2.982599,0,1.107351,0,8.041658,1
5.882138,2.24365,1,0.429514,3,3.700332,1,1.181249,0,10.83632,1
3.626143,2.102386,2,0.4813991,1,2.609181,2,1.055971,0,10.90274,1
3.626143,2.102386,2,0.4813991,1,2.609181,2,1.055971,0,10.90274,1
4.199714,1.62122,3,0.5509557,4,3.942446,0,1.05128,0,9.857765,0
4.199714,1.62122,3,0.5509557,4,3.942446,0,1.05128,0,9.857765,1
4.199714,1.62122,3,0.5509557,4,3.942446,0,1.05128,0,9.857765,1
6.249647,1.74417,1,0.2350705,2,2.001413,1,1.105921,0,11.96552,0
4.50757,2.195655,2,0.2990691,4,2.482704,2,0.8161917,1,11.17733,0
4.936124,1.406592,1,0.3543326,2,2.587488,1,0.8230514,0,8.652832,1
5.457044,1.299732,2,0.4055849,1,3.923909,0,0.8127907,0,9.46244,0
5.457044,1.299732,2,0.4055849,1,3.923909,0,0.8127907,0,9.46244,0
4.96901,2.259109,1,0.2452673,4,3.646006,2,1.105003,0,9.251387,1
5.795953,1.228135,2,0.5445675,0,3.414555,1,0.9166096,0,10.72564,1
5.795953,1.228135,2,0.5445675,0,3.414555,1,0.9166096,0,10.72564,1
4.07472,2.313093,2,0.2294098,2,2.523004,2,0.9072186,0,11.55027,1
4.07472,2.313093,2,0.2294098,2,2.523004,2,0.9072186,0,11.55027,1
3.710574,1.38344,1,0.4599066,3,1.734881,1,0.8587248,1,10.84486,1
3.617751,2.358829,1,0.500984,2,2.266258,2,0.7177,0,10.67322,1
4.914777,1.676859,2,0.3789099,2,2.550909,1,0.8905452,0,9.741947,0
3.523644,1.814822,2,0.4901777,1,3.655876,1,0.908413,0,9.148161,1
3.523644,1.814822,2,0.4901777,1,3.655876,1,0.908413,0,9.148161,1
5.816623,2.011213,1,0.5379816,3,3.661329,1,1.114431,0,9.001369,1
5.564317,1.855912,2,0.3678491,4,2.103648,2,0.9726243,0,8.297735,1
5.564317,1.855912,2,0.3678491,4,2.103648,2,0.9726243,0,8.297735,0
5.564317,1.855912,2,0.3678491,4,2.103648,2,0.9726243,0,8.297735,0
5.564317,1.855912,2,0.3678491,4,2.103648,2,0.9726243,0,8.297735,0
3.516672,1.872859,3,0.3458503,2,2.289454,1,1.096906,0,9.756697,1
3.516672,1.872859,3,0.3458503,2,2.289454,1,1.096906,0,9.756697,0
3.516672,1.872859,3,0.3458503,2,2.289454,1,1.096906,0,9.756697,0
4.840622,2.402477,1,0.4725587,4,2.297067,1,0.8620425,0,10.80118,1
6.266222,1.617987,3,0.2145011,3,3.352721,0,1.052149,0,11.82412,1
6.266222,1.617987,3,0.2145011,3,3.352721,0,1.052149,0,11.82412,0
6.343795,1.562285,3,0.3229101,0,3.813754,2,0.882094,0,11.0315,0
6.343795,1.562285,3,0.3229101,0,3.813754,2,0.882094,0,11.0315,0
6.343795,1.562285,3,0.3229101,0,3.813754,2,0.882094,0,11.0315,0
4.985335,2.000827,2,0.3098389,1,2.862427,1,0.886996,0,8.53215,1
4.985335,2.000827,2,0.3098389,1,2.862427,1,0.886996,0,8.53215,1
4.722925,1.840428,2,0.4025805,1,2.351389,1,0.8079889,0,8.962278,1
4.722925,1.840428,2,0.4025805,1,2.351389,1,0.8079889,0,8.962278,1
5.374239,2.115718,1,0.2235993,4,2.102437,2,0.7747537,0,9.007014,0
6.0158,1.641303,2,0.3231221,1,2.20489,2,1.164606,0,8.498384,0
6.0158,1.641303,2,0.3231221,1,2.20489,2,1.164606,0,8.498384,0
6.458865,2.497296,3,0.2615114,4,3.700713,0,1.050236,0,10.98264,0
6.458865,2.497296,3,0.2615114,4,3.700713,0,1.050236,0,10.98264,0
6.458865,2.497296,3,0.2615114,4,3.700713,0,1.050236,0,10.98264,0
6.487755,1.936628,3,0.3894861,2,2.565264,1,0.7725123,0,10.51997,0
6.487755,1.936628,3,0.3894861,2,2.565264,1,0.7725123,0,10.51997,1
6.487755,1.936628,3,0.3894861,2,2.565264,1,0.7725123,0,10.51997,1
5.015934,2.386135,2,0.405543,1,3.804604,2,0.726488,0,9.604622,1
5.015934,2.386135,2,0.405543,1,3.804604,2,0.726488,0,9.604622,0
6.373872,1.254336,1,0.5743623,3,3.421145,0,1.176753,0,9.04622,0
3.834464,1.722468,2,0.2095841,4,2.145494,2,1.120695,0,9.091256,1
3.834464,1.722468,2,0.2095841,4,2.145494,2,1.120695,0,9.091256,0
6.207694,2.148254,1,0.4538034,0,3.374652,2,0.7285859,0,8.347402,1
5.275072,1.21414,3,0.3744513,1,3.196799,1,0.8843022,0,8.667816,1
5.275072,1.21414,3,0.3744513,1,3.196799,1,0.8843022,0,8.667816,1
5.275072,1.21414,3,0.3744513,1,3.196799,1,0.8843022,0,8.667816,0
4.320979,1.732679,1,0.2673272,1,2.41492,2,0.7036957,0,10.26188,1
4.321467,1.639171,3,0.4581745,1,2.286195,1,1.156373,0,8.596846,1
4.321467,1.639171,3,0.4581745,1,2.286195,1,1.156373,0,8.596846,1
4.321467,1.639171,3,0.4581745,1,2.286195,1,1.156373,0,8.596846,1
3.86297,1.27541,2,0.3130649,2,3.944517,2,0.8144409,0,9.865406,1
3.86297,1.27541,2,0.3130649,2,3.944517,2,0.8144409,0,9.865406,0
4.254924,1.698208,2,0.5670761,1,3.631244,1,1.160797,0,10.44022,0
4.254924,1.698208,2,0.5670761,1,3.631244,1,1.160797,0,10.44022,1
4.63591,1.633311,3,0.5971038,3,2.890296,2,0.9539587,0,8.315145,1
4.63591,1.633311,3,0.5971038,3,2.890296,2,0.9539587,0,8.315145,0
4.63591,1.633311,3,0.5971038,3,2.890296,2,0.9539587,0,8.315145,0
5.504233,2.388186,1,0.2426039,2,1.877439,2,1.076928,1,8.54689,0
5.504233,2.388186,1,0.2426039,2,1.877439,2,1.076928,1,8.54689,0
5.504233,2.388186,1,0.2426039,2,1.877439,2,1.076928,1,8.54689,1
6.039815,1.729875,3,0.5102572,1,3.850238,1,0.7399895,0,8.14793,1
6.039815,1.729875,3,0.5102572,1,3.850238,1,0.7399895,0,8.14793,0
4.131692,2.171778,1,0.2580164,4,2.079211,2,0.7467308,0,8.18181,0
